date,currency_pair,direction,amount_yen_billions,source_url
2004-03-05,USD/JPY,sell_JPY_buy_USD,1244.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-08,USD/JPY,sell_JPY_buy_USD,809.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-09,USD/JPY,sell_JPY_buy_USD,723.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-10,USD/JPY,sell_JPY_buy_USD,69.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-11,USD/JPY,sell_JPY_buy_USD,362.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-15,USD/JPY,sell_JPY_buy_USD,407.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-16,USD/JPY,sell_JPY_buy_USD,67.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2010-09-15,USD/JPY,sell_JPY_buy_USD,2124.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2011-03-18,USD/JPY,sell_JPY_buy_USD,692.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2011-08-04,USD/JPY,sell_JPY_buy_USD,4512.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2011-10-31,USD/JPY,sell_JPY_buy_USD,8072.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2011-11-01,USD/JPY,sell_JPY_buy_USD,282.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2011-11-02,USD/JPY,sell_JPY_buy_USD,227.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2011-11-03,USD/JPY,sell_JPY_buy_USD,202.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2011-11-04,USD/JPY,sell_JPY_buy_USD,306.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2022-09-22,USD/JPY,sell_USD_buy_JPY,2838.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2022-10-21,USD/JPY,sell_USD_buy_JPY,5620.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2022-10-24,USD/JPY,sell_USD_buy_JPY,729.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2024-04-29,USD/JPY,sell_USD_buy_JPY,5918.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2024-05-01,USD/JPY,sell_USD_buy_JPY,3870.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2024-07-11,USD/JPY,sell_USD_buy_JPY,3167.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2024-07-12,USD/JPY,sell_USD_buy_JPY,2367.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2026-04-30,USD/JPY,sell_USD_buy_JPY,6278.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2026-05-04,USD/JPY,sell_USD_buy_JPY,780.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2026-05-06,USD/JPY,sell_USD_buy_JPY,4675.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
