pair,onset,side,z,d1_close,entry_ts,entry_price,entry_ny_hour,entry_delay_days,exit5_ts,exit10_ts,h_cal5,h_cal10,mfe5,block,year
AUD_NZD,2016-11-30,L,-2.021934917884447,1.04226,2016-12-01 00:00:00+00:00,1.04279,19,0,2016-12-08 00:00:00+00:00,2016-12-15 00:00:00+00:00,7.0,14.0,89.69999999999922,2016-B24,2016
AUD_NZD,2016-12-02,L,-2.03356665453011,1.04283,2016-12-05 00:00:00+00:00,1.04876,19,2,2016-12-12 00:00:00+00:00,2016-12-19 00:00:00+00:00,7.0,14.0,30.000000000001137,2016-B24,2016
AUD_NZD,2016-12-07,L,-2.1068747774504586,1.04389,2016-12-08 00:00:00+00:00,1.03925,19,0,2016-12-15 00:00:00+00:00,2016-12-22 00:00:00+00:00,7.0,14.0,70.30000000000092,2016-B25,2016
AUD_NZD,2016-12-19,L,-2.1774028633866083,1.04528,2016-12-20 00:00:00+00:00,1.04725,19,0,2016-12-27 00:00:00+00:00,2017-01-03 00:00:00+00:00,7.0,14.0,30.600000000000627,2016-B26,2016
AUD_NZD,2016-12-22,L,-2.0259529660294575,1.04531,2016-12-23 00:00:00+00:00,1.04564,19,0,2016-12-30 00:00:00+00:00,2017-01-06 00:00:00+00:00,7.0,14.0,3.300000000001635,2016-B26,2016
AUD_NZD,2017-01-25,L,-2.984498278597758,1.03726,2017-01-26 00:00:00+00:00,1.03853,19,0,2017-02-02 00:00:00+00:00,2017-02-09 00:00:00+00:00,7.0,14.0,80.90000000000153,2017-B02,2017
AUD_NZD,2017-02-10,S,2.1071311738583525,1.06495,2017-02-13 00:00:00+00:00,1.0658,19,2,2017-02-20 00:00:00+00:00,2017-02-27 00:00:00+00:00,7.0,14.0,26.200000000000667,2017-B03,2017
AUD_NZD,2017-02-14,S,2.419574057648649,1.06877,2017-02-15 00:00:00+00:00,1.07016,19,0,2017-02-22 00:00:00+00:00,2017-03-01 00:00:00+00:00,7.0,14.0,67.60000000000099,2017-B04,2017
AUD_NZD,2017-02-20,S,2.0258293692183065,1.06903,2017-02-21 00:00:00+00:00,1.07188,19,0,2017-02-28 00:00:00+00:00,2017-03-07 00:00:00+00:00,7.0,14.0,77.39999999999857,2017-B04,2017
AUD_NZD,2017-03-01,S,2.087401193560754,1.07391,2017-03-02 00:00:00+00:00,1.0718,19,0,2017-03-09 00:00:00+00:00,2017-03-15 23:00:00+00:00,7.0,13.958333333333334,19.299999999999873,2017-B05,2017
AUD_NZD,2017-03-03,S,2.325684086857708,1.07798,2017-03-06 00:00:00+00:00,1.07874,19,2,2017-03-12 23:00:00+00:00,2017-03-19 23:00:00+00:00,6.958333333333333,13.958333333333334,2.2999999999995246,2017-B05,2017
AUD_NZD,2017-04-27,S,2.0912888505505376,1.08567,2017-04-27 23:00:00+00:00,1.0852,19,0,2017-05-04 23:00:00+00:00,2017-05-11 23:00:00+00:00,7.0,14.0,93.69999999999878,2017-B09,2017
AUD_NZD,2017-05-04,S,2.0008890211573824,1.07853,2017-05-04 23:00:00+00:00,1.07818,19,0,2017-05-11 23:00:00+00:00,2017-05-18 23:00:00+00:00,7.0,14.0,171.69999999999908,2017-B09,2017
AUD_NZD,2017-05-16,S,2.170763287035479,1.07896,2017-05-16 23:00:00+00:00,1.07707,19,0,2017-05-23 23:00:00+00:00,2017-05-30 23:00:00+00:00,7.0,14.0,125.50000000000061,2017-B10,2017
AUD_NZD,2017-08-23,S,2.113628377235023,1.09417,2017-08-23 23:00:00+00:00,1.09342,19,0,2017-08-30 23:00:00+00:00,2017-09-06 23:00:00+00:00,7.0,14.0,11.000000000001009,2017-B17,2017
AUD_NZD,2017-08-31,S,2.4225272121583292,1.10706,2017-08-31 23:00:00+00:00,1.10624,19,0,2017-09-07 23:00:00+00:00,2017-09-14 23:00:00+00:00,7.0,14.0,37.199999999999456,2017-B18,2017
AUD_NZD,2017-10-10,S,2.0374273549625137,1.10002,2017-10-10 23:00:00+00:00,1.10083,19,0,2017-10-17 23:00:00+00:00,2017-10-24 23:00:00+00:00,7.0,14.0,113.39999999999905,2017-B21,2017
AUD_NZD,2017-10-19,S,3.6913251089555064,1.11986,2017-10-19 23:00:00+00:00,1.12007,19,0,2017-10-26 23:00:00+00:00,2017-11-02 23:00:00+00:00,7.0,14.0,34.49999999999953,2017-B21,2017
AUD_NZD,2017-11-30,S,2.5264315369121544,1.10704,2017-12-01 00:00:00+00:00,1.10656,19,0,2017-12-08 00:00:00+00:00,2017-12-15 00:00:00+00:00,7.0,14.0,107.90000000000077,2017-B24,2017
AUD_NZD,2018-01-02,S,2.1073632389468755,1.10157,2018-01-03 00:00:00+00:00,1.10309,19,0,2018-01-10 00:00:00+00:00,2018-01-17 00:00:00+00:00,7.0,14.0,141.89999999999924,2018-B01,2018
AUD_NZD,2018-01-26,S,2.5525298287090252,1.10159,2018-01-29 00:00:00+00:00,1.10387,19,2,2018-02-05 00:00:00+00:00,2018-02-12 00:00:00+00:00,7.0,14.0,198.59999999999988,2018-B02,2018
AUD_NZD,2018-03-23,L,-2.001829277237286,1.06326,2018-03-25 23:00:00+00:00,1.06474,19,2,2018-04-01 23:00:00+00:00,2018-04-08 23:00:00+00:00,7.0,14.0,23.400000000000087,2018-B06,2018
AUD_NZD,2018-04-23,L,-2.081356034199413,1.06377,2018-04-23 23:00:00+00:00,1.06328,19,0,2018-04-30 23:00:00+00:00,2018-05-07 23:00:00+00:00,7.0,14.0,96.09999999999896,2018-B09,2018
AUD_NZD,2018-04-27,L,-2.042029040017882,1.06973,2018-04-29 23:00:00+00:00,1.06935,19,2,2018-05-06 23:00:00+00:00,2018-05-13 23:00:00+00:00,7.0,14.0,62.59999999999932,2018-B09,2018
AUD_NZD,2018-05-07,L,-2.119010992215783,1.07119,2018-05-07 23:00:00+00:00,1.07058,19,0,2018-05-14 23:00:00+00:00,2018-05-21 23:00:00+00:00,7.0,14.0,189.19999999999825,2018-B10,2018
AUD_NZD,2018-08-07,S,2.3662900222030228,1.10138,2018-08-07 23:00:00+00:00,1.10154,19,0,2018-08-14 23:00:00+00:00,2018-08-21 23:00:00+00:00,7.0,14.0,35.60000000000007,2018-B16,2018
AUD_NZD,2018-08-20,S,2.0964710632858425,1.10476,2018-08-20 23:00:00+00:00,1.10491,19,0,2018-08-27 23:00:00+00:00,2018-09-03 23:00:00+00:00,7.0,14.0,142.60000000000161,2018-B17,2018
AUD_NZD,2018-09-19,S,2.3252465085718654,1.09772,2018-09-19 23:00:00+00:00,1.0928,19,0,2018-09-26 23:00:00+00:00,2018-10-03 23:00:00+00:00,7.0,14.0,70.30000000000092,2018-B19,2018
AUD_NZD,2018-10-05,S,2.0062995102372114,1.09487,2018-10-07 23:00:00+00:00,1.09572,19,2,2018-10-14 23:00:00+00:00,2018-10-21 23:00:00+00:00,7.0,14.0,61.500000000000995,2018-B20,2018
AUD_NZD,2018-11-13,L,-2.1654015142566467,1.0669,2018-11-14 00:00:00+00:00,1.06791,19,0,2018-11-21 00:00:00+00:00,2018-11-28 00:00:00+00:00,7.0,14.0,33.60000000000029,2018-B23,2018
AUD_NZD,2018-11-20,L,-2.183048199709309,1.06204,2018-11-21 00:00:00+00:00,1.06273,19,0,2018-11-28 00:00:00+00:00,2018-12-05 00:00:00+00:00,7.0,14.0,69.39999999999947,2018-B24,2018
AUD_NZD,2018-12-05,L,-2.300778806037144,1.05352,2018-12-06 00:00:00+00:00,1.05287,19,0,2018-12-13 00:00:00+00:00,2018-12-20 00:00:00+00:00,7.0,14.0,26.399999999999757,2018-B25,2018
AUD_NZD,2018-12-18,L,-2.185085871695501,1.04818,2018-12-19 00:00:00+00:00,1.04917,19,0,2018-12-28 00:00:00+00:00,2019-01-08 00:00:00+00:00,9.0,20.0,63.10000000000038,2018-B26,2018
AUD_NZD,2019-01-03,L,-2.1606857414239724,1.04665,2019-01-04 00:00:00+00:00,1.04729,19,0,2019-01-11 00:00:00+00:00,2019-01-18 00:00:00+00:00,7.0,14.0,165.39999999999998,2019-B01,2019
AUD_NZD,2019-01-22,L,-2.2077369077470275,1.05453,2019-01-23 00:00:00+00:00,1.0525,19,0,2019-01-30 00:00:00+00:00,2019-02-06 00:00:00+00:00,7.0,14.0,20.599999999999508,2019-B02,2019
AUD_NZD,2019-06-25,L,-2.3860698059592242,1.04833,2019-06-25 23:00:00+00:00,1.04934,19,0,2019-07-02 23:00:00+00:00,2019-07-09 23:00:00+00:00,7.0,14.0,7.099999999999884,2019-B13,2019
AUD_NZD,2019-07-17,L,-2.889199771418025,1.04142,2019-07-17 23:00:00+00:00,1.04109,19,0,2019-07-24 23:00:00+00:00,2019-07-31 23:00:00+00:00,7.0,14.0,43.799999999998285,2019-B15,2019
AUD_NZD,2019-07-24,L,-2.45137658717284,1.0405,2019-07-24 23:00:00+00:00,1.04139,19,0,2019-07-31 23:00:00+00:00,2019-08-07 23:00:00+00:00,7.0,14.0,43.29999999999945,2019-B15,2019
AUD_NZD,2019-07-26,L,-2.1673937669707586,1.04114,2019-07-28 23:00:00+00:00,1.04062,19,2,2019-08-04 23:00:00+00:00,2019-08-11 23:00:00+00:00,7.0,14.0,50.99999999999882,2019-B15,2019
AUD_NZD,2019-08-01,L,-2.598602390220529,1.03698,2019-08-01 23:00:00+00:00,1.03801,19,0,2019-08-08 23:00:00+00:00,2019-08-15 23:00:00+00:00,7.0,14.0,141.09999999999843,2019-B16,2019
AUD_NZD,2019-08-29,S,2.2591842466079886,1.06577,2019-08-29 23:00:00+00:00,1.06628,19,0,2019-09-05 23:00:00+00:00,2019-09-12 23:00:00+00:00,7.0,14.0,24.399999999999977,2019-B18,2019
AUD_NZD,2019-09-03,S,2.0787870736556973,1.06663,2019-09-03 23:00:00+00:00,1.06711,19,0,2019-09-10 23:00:00+00:00,2019-09-17 23:00:00+00:00,7.0,14.0,39.59999999999963,2019-B18,2019
AUD_NZD,2019-09-11,S,2.0442993954956483,1.06989,2019-09-11 23:00:00+00:00,1.07059,19,0,2019-09-18 23:00:00+00:00,2019-09-25 23:00:00+00:00,7.0,14.0,29.69999999999917,2019-B19,2019
AUD_NZD,2019-10-28,S,2.0896054843155505,1.07702,2019-10-28 23:00:00+00:00,1.07647,19,0,2019-11-05 00:00:00+00:00,2019-11-12 00:00:00+00:00,7.041666666666667,14.041666666666666,57.000000000000384,2019-B22,2019
AUD_NZD,2020-02-20,L,-2.0391427594245144,1.04371,2020-02-21 00:00:00+00:00,1.04438,19,0,2020-02-28 00:00:00+00:00,2020-03-06 00:00:00+00:00,7.0,14.0,22.899999999999032,2020-B04,2020
AUD_NZD,2020-03-06,L,-2.0566965614443276,1.04516,2020-03-08 23:00:00+00:00,1.04517,19,2,2020-03-15 23:00:00+00:00,2020-03-22 23:00:00+00:00,7.0,14.0,58.50000000000133,2020-B05,2020
AUD_NZD,2020-07-14,S,2.3624774118534955,1.06788,2020-07-14 23:00:00+00:00,1.06786,19,0,2020-07-21 23:00:00+00:00,2020-07-28 23:00:00+00:00,7.0,14.0,28.600000000000847,2020-B15,2020
AUD_NZD,2020-09-21,S,2.054295520111614,1.08312,2020-09-21 23:00:00+00:00,1.08464,19,0,2020-09-28 23:00:00+00:00,2020-10-05 23:00:00+00:00,7.0,14.0,128.70000000000158,2020-B20,2020
AUD_NZD,2020-09-30,S,2.063729360376794,1.08192,2020-09-30 23:00:00+00:00,1.08209,19,0,2020-10-07 23:00:00+00:00,2020-10-14 23:00:00+00:00,7.0,14.0,60.99999999999994,2020-B20,2020
AUD_NZD,2020-10-05,S,2.1571332509518824,1.08084,2020-10-05 23:00:00+00:00,1.0811,19,0,2020-10-12 23:00:00+00:00,2020-10-19 23:00:00+00:00,7.0,14.0,51.099999999999476,2020-B21,2020
AUD_NZD,2020-10-07,S,2.654243527655538,1.08451,2020-10-07 23:00:00+00:00,1.08565,19,0,2020-10-14 23:00:00+00:00,2020-10-21 23:00:00+00:00,7.0,14.0,135.8999999999999,2020-B21,2020
AUD_NZD,2021-03-23,S,2.4765278131025195,1.08653,2021-03-23 23:00:00+00:00,1.0877,19,0,2021-03-28 23:00:00+00:00,2021-04-02 23:00:00+00:00,5.0,10.0,115.79999999999923,2021-B06,2021
AUD_NZD,2021-03-29,S,2.521215804355183,1.08986,2021-03-29 23:00:00+00:00,1.0888,19,0,2021-04-03 23:00:00+00:00,2021-04-08 23:00:00+00:00,5.0,10.0,128.29999999999896,2021-B07,2021
AUD_NZD,2021-05-26,L,-2.063350182095055,1.06301,2021-05-26 23:00:00+00:00,1.06341,19,0,2021-05-31 23:00:00+00:00,2021-06-05 23:00:00+00:00,5.0,10.0,26.199000000000083,2021-B11,2021
AUD_NZD,2021-07-15,L,-2.0504395354874667,1.05958,2021-07-15 23:00:00+00:00,1.05863,19,0,2021-07-20 23:00:00+00:00,2021-07-25 23:00:00+00:00,5.0,10.0,28.399999999999537,2021-B14,2021
AUD_NZD,2021-07-21,L,-2.342224926565794,1.05505,2021-07-21 23:00:00+00:00,1.05594,19,0,2021-07-26 23:00:00+00:00,2021-07-31 23:00:00+00:00,5.0,10.0,48.032000000000075,2021-B15,2021
AUD_NZD,2021-07-23,L,-2.230037017199324,1.05439,2021-07-23 23:00:00+00:00,1.0550219,19,0,2021-07-28 23:00:00+00:00,2021-08-02 23:00:00+00:00,5.0,10.0,91.28099999999861,2021-B15,2021
AUD_NZD,2021-07-29,L,-2.1979574571093297,1.05254,2021-07-29 23:00:00+00:00,1.05498,19,0,2021-08-03 23:00:00+00:00,2021-08-08 23:00:00+00:00,5.0,10.0,37.199999999999456,2021-B15,2021
AUD_NZD,2021-08-04,L,-2.759803288692529,1.04525,2021-08-04 23:00:00+00:00,1.0481,19,0,2021-08-09 23:00:00+00:00,2021-08-14 23:00:00+00:00,5.0,10.0,25.28099999999922,2021-B16,2021
AUD_NZD,2021-08-19,L,-2.418556790670617,1.04146,2021-08-19 23:00:00+00:00,1.04789,19,0,2021-08-24 23:00:00+00:00,2021-08-29 23:00:00+00:00,5.0,10.0,0.9959999999997748,2021-B17,2021
AUD_NZD,2021-08-24,L,-2.1338078874683952,1.04251,2021-08-24 23:00:00+00:00,1.0447696,19,0,2021-08-29 23:00:00+00:00,2021-09-03 23:00:00+00:00,5.0,10.0,11.410000000000586,2021-B17,2021
AUD_NZD,2021-09-02,L,-2.0971425869344054,1.04007,2021-09-02 23:00:00+00:00,1.04064,19,0,2021-09-07 23:00:00+00:00,2021-09-12 23:00:00+00:00,5.0,10.0,47.58499999999888,2021-B18,2021
AUD_NZD,2021-09-07,L,-2.1193051933600002,1.03973,2021-09-07 23:00:00+00:00,1.04065,19,0,2021-09-12 23:00:00+00:00,2021-09-17 23:00:00+00:00,5.0,10.0,3.8199999999988243,2021-B18,2021
AUD_NZD,2021-10-01,L,-2.750540634812973,1.03621,2021-10-01 23:00:00+00:00,1.0449815,19,0,2021-10-06 23:00:00+00:00,2021-10-11 23:00:00+00:00,5.0,10.0,81.05100000000087,2021-B20,2021
AUD_NZD,2021-10-15,L,-2.5311601428953385,1.04256,2021-10-15 23:00:00+00:00,1.0500433,19,0,2021-10-20 23:00:00+00:00,2021-10-25 23:00:00+00:00,5.0,10.0,2.1389999999987808,2021-B21,2021
AUD_NZD,2021-11-26,L,-3.3945861138087343,1.03375,2021-11-27 00:00:00+00:00,1.043128,19,0,2021-12-02 00:00:00+00:00,2021-12-08 00:00:00+00:00,5.0,11.0,66.5199999999988,2021-B24,2021
AUD_NZD,2021-11-30,L,-2.0106099536162567,1.04403,2021-12-01 00:00:00+00:00,1.04496,19,0,2021-12-07 00:00:00+00:00,2021-12-14 00:00:00+00:00,6.0,13.0,7.599999999998719,2021-B24,2021
AUD_CAD,2014-02-20,S,2.0231465082086917,0.99914,2014-02-21 00:00:00+00:00,1.0003,19,0,2014-02-28 00:00:00+00:00,2014-03-07 00:00:00+00:00,7.0,14.0,94.19999999999983,2014-B04,2014
AUD_CAD,2014-03-07,S,2.0073038123455937,1.00469,2014-03-09 23:00:00+00:00,1.00405,19,2,2014-03-16 23:00:00+00:00,2014-03-23 23:00:00+00:00,7.0,14.0,121.4000000000015,2014-B05,2014
AUD_CAD,2014-03-18,S,2.5894146509678624,1.01576,2014-03-18 23:00:00+00:00,1.01593,19,0,2014-03-25 23:00:00+00:00,2014-04-01 23:00:00+00:00,7.0,14.0,30.600000000000627,2014-B06,2014
AUD_CAD,2014-05-27,S,2.021384034647479,1.0049,2014-05-27 23:00:00+00:00,1.00559,19,0,2014-06-03 23:00:00+00:00,2014-06-10 23:00:00+00:00,7.0,14.0,47.699999999999406,2014-B11,2014
AUD_CAD,2014-05-29,S,2.485605146118957,1.00815,2014-05-29 23:00:00+00:00,1.00888,19,0,2014-06-05 23:00:00+00:00,2014-06-12 23:00:00+00:00,7.0,14.0,57.40000000000078,2014-B11,2014
AUD_CAD,2014-07-01,S,2.118364842788163,1.00924,2014-07-01 23:00:00+00:00,1.00943,19,0,2014-07-08 23:00:00+00:00,2014-07-15 23:00:00+00:00,7.0,14.0,158.20000000000056,2014-B14,2014
AUD_CAD,2014-07-23,S,2.694724895331892,1.01397,2014-07-23 23:00:00+00:00,1.01304,19,0,2014-07-30 23:00:00+00:00,2014-08-06 23:00:00+00:00,7.0,14.0,29.69999999999917,2014-B15,2014
AUD_CAD,2014-09-17,L,-2.340244448864558,0.98499,2014-09-17 23:00:00+00:00,0.9863,19,0,2014-09-24 23:00:00+00:00,2014-10-01 23:00:00+00:00,7.0,14.0,11.700000000000044,2014-B19,2014
AUD_CAD,2014-09-25,L,-2.2419911923163114,0.97608,2014-09-25 23:00:00+00:00,0.97763,19,0,2014-10-02 23:00:00+00:00,2014-10-09 23:00:00+00:00,7.0,14.0,57.59999999999987,2014-B20,2014
AUD_CAD,2014-09-29,L,-2.3092417400627108,0.97279,2014-09-29 23:00:00+00:00,0.97222,19,0,2014-10-06 23:00:00+00:00,2014-10-13 23:00:00+00:00,7.0,14.0,111.70000000000013,2014-B20,2014
AUD_CAD,2014-10-01,L,-2.0463451778974178,0.97404,2014-10-01 23:00:00+00:00,0.97509,19,0,2014-10-08 23:00:00+00:00,2014-10-15 23:00:00+00:00,7.0,14.0,110.0000000000001,2014-B20,2014
AUD_CAD,2014-11-19,L,-2.106114124005682,0.9769,2014-11-20 00:00:00+00:00,0.97649,19,0,2014-11-27 00:00:00+00:00,2014-12-04 00:00:00+00:00,7.0,14.0,76.8000000000002,2014-B24,2014
AUD_CAD,2015-03-31,L,-2.556297531884971,0.96447,2015-03-31 23:00:00+00:00,0.96599,19,0,2015-04-07 23:00:00+00:00,2015-04-14 23:00:00+00:00,7.0,14.0,41.79999999999961,2015-B07,2015
AUD_CAD,2015-04-13,L,-2.854305701857856,0.95517,2015-04-13 23:00:00+00:00,0.95514,19,0,2015-04-20 23:00:00+00:00,2015-04-27 23:00:00+00:00,7.0,14.0,34.10000000000024,2015-B08,2015
AUD_CAD,2015-04-30,L,-2.2690737074590244,0.95339,2015-04-30 23:00:00+00:00,0.95379,19,0,2015-05-07 23:00:00+00:00,2015-05-14 23:00:00+00:00,7.0,14.0,99.29999999999994,2015-B09,2015
AUD_CAD,2015-05-28,L,-2.163705376684821,0.95087,2015-05-28 23:00:00+00:00,0.95117,19,0,2015-06-04 23:00:00+00:00,2015-06-11 23:00:00+00:00,7.0,14.0,204.40000000000012,2015-B11,2015
AUD_CAD,2015-06-05,L,-2.447911286553952,0.9464,2015-06-07 23:00:00+00:00,0.94892,19,2,2015-06-14 23:00:00+00:00,2015-06-21 23:00:00+00:00,7.0,14.0,81.4999999999999,2015-B12,2015
AUD_CAD,2015-06-09,L,-2.2320790225174703,0.94835,2015-06-09 23:00:00+00:00,0.94853,19,0,2015-06-16 23:00:00+00:00,2015-06-23 23:00:00+00:00,7.0,14.0,107.39999999999971,2015-B12,2015
AUD_CAD,2015-06-12,L,-2.0008231562471783,0.95042,2015-06-14 23:00:00+00:00,0.95164,19,2,2015-06-21 23:00:00+00:00,2015-06-28 23:00:00+00:00,7.0,14.0,76.29999999999914,2015-B12,2015
AUD_CAD,2015-06-17,L,-2.564731829538402,0.94747,2015-06-17 23:00:00+00:00,0.94434,19,0,2015-06-24 23:00:00+00:00,2015-07-01 23:00:00+00:00,7.0,14.0,118.00000000000033,2015-B13,2015
AUD_CAD,2015-07-03,L,-3.340545732225402,0.94365,2015-07-05 23:00:00+00:00,0.94399,19,2,2015-07-12 23:00:00+00:00,2015-07-19 23:00:00+00:00,7.0,14.0,74.60000000000022,2015-B14,2015
AUD_CAD,2015-07-24,L,-2.2194152391484745,0.94929,2015-07-26 23:00:00+00:00,0.94855,19,2,2015-08-02 23:00:00+00:00,2015-08-09 23:00:00+00:00,7.0,14.0,98.89999999999954,2015-B15,2015
AUD_CAD,2015-08-26,L,-2.0535466701828216,0.94631,2015-08-26 23:00:00+00:00,0.94694,19,0,2015-09-02 23:00:00+00:00,2015-09-09 23:00:00+00:00,7.0,14.0,29.799999999999827,2015-B18,2015
AUD_CAD,2015-09-23,L,-2.181898490119952,0.93256,2015-09-23 23:00:00+00:00,0.93254,19,0,2015-09-30 23:00:00+00:00,2015-10-07 23:00:00+00:00,7.0,14.0,110.29999999999984,2015-B20,2015
AUD_CAD,2015-10-01,L,-2.040159149464492,0.9326,2015-10-01 23:00:00+00:00,0.93228,19,0,2015-10-08 23:00:00+00:00,2015-10-15 23:00:00+00:00,7.0,14.0,131.09999999999954,2015-B20,2015
AUD_CAD,2015-10-29,L,-2.0632414438462634,0.93141,2015-10-29 23:00:00+00:00,0.93294,19,0,2015-11-06 00:00:00+00:00,2015-11-13 00:00:00+00:00,7.041666666666667,14.041666666666666,114.89999999999999,2015-B22,2015
AUD_CAD,2015-11-10,L,-2.2086586805548825,0.933,2015-11-11 00:00:00+00:00,0.93493,19,0,2015-11-18 00:00:00+00:00,2015-11-25 00:00:00+00:00,7.0,14.0,158.0999999999999,2015-B23,2015
AUD_CAD,2015-12-01,S,2.4167975708487783,0.97776,2015-12-02 00:00:00+00:00,0.97783,19,0,2015-12-09 00:00:00+00:00,2015-12-16 00:00:00+00:00,7.0,14.0,55.29999999999924,2015-B25,2015
AUD_CAD,2015-12-03,S,2.3575650660459444,0.98006,2015-12-04 00:00:00+00:00,0.9784,19,0,2015-12-11 00:00:00+00:00,2015-12-18 00:00:00+00:00,7.0,14.0,39.60000000000074,2015-B25,2015
AUD_CAD,2015-12-10,S,2.5607713581735774,0.99178,2015-12-11 00:00:00+00:00,0.99074,19,0,2015-12-18 00:00:00+00:00,2015-12-28 00:00:00+00:00,7.0,17.0,70.5,2015-B25,2015
AUD_CAD,2015-12-16,S,2.2695474842212793,0.99541,2015-12-17 00:00:00+00:00,0.99345,19,0,2015-12-24 00:00:00+00:00,2016-01-04 00:00:00+00:00,7.0,18.0,45.700000000000735,2015-B26,2015
